ID,componentindex,CF_kingdom,CF_MFramework,CF_superclass,CF_class,CF_subclass,CF_Dparent,Compound_Name,feature
80843,-1,no matches,no matches,no matches,no matches,no matches,no matches,,80843
80846,1354,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Morpholines,,80846
80850,1354,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Morpholines,,80850
80866,-1,no matches,no matches,no matches,no matches,no matches,no matches,,80866
80870,-1,no matches,no matches,no matches,no matches,no matches,no matches,,80870
80889,-1,no matches,no matches,no matches,no matches,no matches,no matches,,80889
80894,1354,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Morpholines,,80894
80905,-1,no matches,no matches,no matches,no matches,no matches,no matches,,80905
80952,-1,no matches,no matches,no matches,no matches,no matches,no matches,,80952
81087,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81087
81090,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81090
81092,190,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,,81092
81093,425,no matches,no matches,no matches,no matches,no matches,no matches,,81093
81094,2281,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,Nitrobenzenes,,81094
81095,473,no matches,no matches,no matches,no matches,no matches,no matches,,81095
81098,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81098
81103,1295,Organic compounds,Aliphatic acyclic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharide phosphates,,81103
81125,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81125
81126,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81126
81133,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81133
81134,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81134
81136,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81136
81165,1127,Organic compounds,Aromatic homomonocyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,"Amino acids, peptides, and analogues",Dipeptides,,81165
81169,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81169
81227,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81227
81236,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81236
81248,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81248
81270,906,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Trimethylsilyl esters,,81270
81271,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81271
81279,906,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Trimethylsilyl esters,,81279
81314,39,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Benzene and substituted derivatives,,Flavones,,81314
81315,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81315
81323,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81323
81332,986,Organic compounds,Aromatic heteromonocyclic compounds,Organoheterocyclic compounds,Organonitrogen compounds,Amines,Aralkylamines,,81332
81333,986,Organic compounds,Aromatic heteromonocyclic compounds,Organoheterocyclic compounds,Organonitrogen compounds,Amines,Aralkylamines,,81333
81334,473,no matches,no matches,no matches,no matches,no matches,no matches,,81334
81343,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81343
81351,282,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Sesquiterpenoids,,81351
81357,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81357
81359,906,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Trimethylsilyl esters,,81359
81362,906,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Trimethylsilyl esters,,81362
81365,282,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Sesquiterpenoids,,81365
81366,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81366
81372,1620,Organic compounds,Aromatic homomonocyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,,81372
81373,341,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,N-alkylindoles,,81373
81375,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81375
81377,1187,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Prenol lipids,,3-alkylindoles,,81377
81379,906,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Trimethylsilyl esters,,81379
81384,1187,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Prenol lipids,,3-alkylindoles,,81384
81398,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81398
81400,1620,Organic compounds,Aromatic homomonocyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,,81400
81416,55,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,,81416
81431,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81431
81536,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81536
81540,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,81540
81544,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81544
81550,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81550
81551,190,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,,81551
81559,1295,Organic compounds,Aliphatic acyclic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharide phosphates,,81559
81567,658,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Diazinanes,,Benzimidazoles,,81567
81568,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81568
81571,158,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,"Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14",81571
81574,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81574
81575,1474,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,N-acyl amines,,81575
81579,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81579
81584,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81584
81589,158,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,,81589
81590,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81590
81595,658,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Diazinanes,,Benzimidazoles,,81595
81604,282,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Sesquiterpenoids,,81604
81605,705,Organic compounds,Aliphatic acyclic compounds,Benzenoids,Fatty Acyls,,Lineolic acids and derivatives,,81605
81607,2130,Organic compounds,Aromatic heteropolycyclic compounds,Benzenoids,Benzene and substituted derivatives,,Diphenylmethanes,,81607
81608,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81608
81617,503,Organic compounds,Aromatic heteropolycyclic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,,81617
81622,503,Organic compounds,Aromatic heteropolycyclic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,,81622
81631,158,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,,81631
81638,125,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,,Methoxyphenols,,81638
81645,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81645
81657,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81657
81661,1071,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,Piperidinones,,81661
81676,1474,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,N-acyl amines,,81676
81719,2130,Organic compounds,Aromatic heteropolycyclic compounds,Benzenoids,Benzene and substituted derivatives,,Diphenylmethanes,,81719
81720,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81720
81723,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81723
81736,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81736
81790,886,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Carbazoles,,81790
81816,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81816
81878,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81878
81881,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81881
81890,1238,no matches,no matches,no matches,no matches,no matches,no matches,,81890
81891,1238,no matches,no matches,no matches,no matches,no matches,no matches,,81891
81894,-1,no matches,no matches,no matches,no matches,no matches,no matches,,81894
82069,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82069
82093,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,82093
82094,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82094
82095,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82095
82096,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82096
82097,424,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Steroids and steroid derivatives,,Androstane steroids,,82097
82098,424,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Steroids and steroid derivatives,,Androstane steroids,,82098
82102,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82102
82106,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82106
82113,162,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Indazole-3-carboxamides,,82113
82114,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82114
82115,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82115
82138,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82138
82313,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,82313
82327,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,82327
82376,251,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Lineolic acids and derivatives,,82376
82378,251,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Lineolic acids and derivatives,,82378
82381,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82381
82383,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,82383
82385,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,82385
82389,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82389
82393,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82393
82403,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82403
82406,1409,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Benzofurans,,82406
82439,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,82439
82449,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82449
82490,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82490
82545,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82545
82590,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82590
82598,159,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Acyl carnitines,,82598
82734,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,82734
82757,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82757
82774,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82774
82775,198,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,,Benzylisoquinolines,,82775
82780,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82780
82783,270,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,,82783
82784,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82784
82787,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82787
82790,270,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,,82790
82794,436,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Dipeptides,,82794
82799,162,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Indazole-3-carboxamides,,82799
82808,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82808
82810,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82810
82817,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82817
82824,1522,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,,82824
82827,162,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Indazole-3-carboxamides,,82827
82828,292,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,82828
82831,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82831
82834,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82834
82838,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82838
82845,2590,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Piperidines,,Aspidospermatan-type alkaloids,,82845
82849,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82849
82879,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82879
82951,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82951
82952,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,82952
82957,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82957
82960,39,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Benzene and substituted derivatives,,Flavones,,82960
82961,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82961
82962,720,no matches,no matches,no matches,no matches,no matches,no matches,,82962
82963,469,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,Iridoids and derivatives,,82963
82978,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,82978
82986,3044,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,,82986
82989,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82989
82990,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82990
82993,1803,Organic compounds,Aromatic heteromonocyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,Coumarins and derivatives,,82993
82994,357,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,,Ergosterols and derivatives,,82994
82996,-1,no matches,no matches,no matches,no matches,no matches,no matches,,82996
83001,2829,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Prenol lipids,,Sesquiterpenoids,,83001
83008,357,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,,Ergosterols and derivatives,,83008
83024,3044,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,,83024
83029,510,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Organonitrogen compounds,Amines,"1,2-aminoalcohols",,83029
83030,510,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Organonitrogen compounds,Amines,"1,2-aminoalcohols",,83030
83032,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83032
83072,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83072
83078,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83078
83091,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83091
83097,15,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,,83097
83144,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83144
83147,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83147
83154,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83154
83156,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83156
83163,159,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Acyl carnitines,Spectral Match to Palmitoyl ethanolamide from NIST14,83163
83220,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83220
83227,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,83227
83228,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83228
83231,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83231
83233,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83233
83247,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83247
83254,425,no matches,no matches,no matches,no matches,no matches,no matches,,83254
83255,174,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,,"2,3,5-trisubstituted thiophenes",,83255
83257,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83257
83264,270,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,"Spectral Match to (+/-)-11-Hydroxy-5Z,8Z,12E,14Z,17Z-eicosapentaenoic acid from NIST14",83264
83266,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83266
83271,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83271
83279,1803,Organic compounds,Aromatic heteromonocyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,Coumarins and derivatives,,83279
83333,270,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,,83333
83341,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83341
83343,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83343
83344,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83344
83364,469,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Benzene and substituted derivatives,,Iridoids and derivatives,,83364
83368,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83368
83429,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83429
83430,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83430
83475,436,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Dipeptides,,83475
83481,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83481
83483,15,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,,83483
83485,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83485
83486,-1,no matches,no matches,no matches,no matches,no matches,no matches,Spectral Match to Leu-Gly-Leu from NIST14,83486
83488,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83488
83489,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83489
83490,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83490
83491,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83491
83492,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83492
83498,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83498
83503,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83503
83514,670,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,"Amino acids, peptides, and analogues",Lineolic acids and derivatives,,83514
83517,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83517
83527,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83527
83529,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83529
83535,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83535
83549,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83549
83563,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83563
83578,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83578
83598,39,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Benzene and substituted derivatives,,Flavones,,83598
83600,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83600
83613,436,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Dipeptides,,83613
83620,473,no matches,no matches,no matches,no matches,no matches,no matches,,83620
83623,174,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,,"2,3,5-trisubstituted thiophenes",,83623
83632,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83632
83633,718,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,,83633
83640,2154,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Dibenzazepines,Dibenzazepines,,83640
83642,570,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,,83642
83643,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83643
83647,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83647
83648,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83648
83649,2492,Organic compounds,Aromatic heteropolycyclic compounds,Organic oxygen compounds,Organooxygen compounds,,Sugar acids and derivatives,,83649
83721,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83721
83729,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83729
83730,92,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,83730
83731,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83731
83733,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83733
83737,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83737
83745,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83745
83796,2117,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Monoradylglycerols,Long-chain fatty alcohols,Spectral Match to Glycerol 1-myristate from NIST14,83796
83802,318,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Long-chain fatty acids,,83802
83857,2283,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,,83857
83878,-1,no matches,no matches,no matches,no matches,no matches,no matches,,83878
84015,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84015
84415,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84415
84430,2154,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Dibenzazepines,Dibenzazepines,,84430
84431,309,Organic compounds,Aliphatic acyclic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Trifluoromethanesulfonates,,84431
84437,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84437
84440,12,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Organophosphinic acids and derivatives,Phosphinic acid esters,Phosphinic acid esters,,84440
84446,-1,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines,Benzalkonium chloride (C12),84446
84448,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84448
84449,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84449
84450,318,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Long-chain fatty acids,,84450
84452,309,Organic compounds,Aliphatic acyclic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Trifluoromethanesulfonates,,84452
84457,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84457
84458,434,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,,84458
84467,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84467
84468,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84468
84471,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84471
84478,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84478
84501,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84501
84504,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84504
84507,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84507
84524,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84524
84577,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84577
84586,961,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Fatty alcohols,,84586
84607,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84607
84617,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84617
84632,64,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Tetralins,,84632
84795,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84795
84809,50,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Lineolic acids and derivatives,,84809
84817,1280,no matches,no matches,no matches,no matches,no matches,no matches,,84817
84821,545,no matches,no matches,no matches,no matches,no matches,no matches,,84821
84825,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84825
84826,1280,no matches,no matches,no matches,no matches,no matches,no matches,,84826
84833,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,84833
84837,545,no matches,no matches,no matches,no matches,no matches,no matches,,84837
84864,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,84864
84868,39,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Benzene and substituted derivatives,,Flavones,,84868
84869,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84869
84870,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84870
84872,865,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Alpha amino acid amides,,84872
84875,2829,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Prenol lipids,,Sesquiterpenoids,,84875
84877,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84877
84880,865,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Alpha amino acid amides,,84880
