ID,componentindex,CF_kingdom,CF_MFramework,CF_superclass,CF_class,CF_subclass,CF_Dparent,Compound_Name,feature
52817,-1,no matches,no matches,no matches,no matches,no matches,no matches,,52817
52847,2432,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Monoterpenoids,Monoterpenoids,,52847
52848,3104,Organic compounds,Aliphatic homomonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,,52848
52849,-1,no matches,no matches,no matches,no matches,no matches,no matches,,52849
52854,-1,no matches,no matches,no matches,no matches,no matches,no matches,,52854
52862,1822,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Branched unsaturated hydrocarbons,,52862
52866,-1,no matches,no matches,no matches,no matches,no matches,no matches,,52866
52885,3104,Organic compounds,Aliphatic homomonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,,52885
52886,-1,no matches,no matches,no matches,no matches,no matches,no matches,,52886
52896,-1,no matches,no matches,no matches,no matches,no matches,no matches,,52896
52898,110,Organic compounds,Aliphatic heteromonocyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Lupinine-type alkaloids,,52898
52904,-1,no matches,no matches,no matches,no matches,no matches,no matches,,52904
53002,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53002
53779,475,no matches,no matches,no matches,no matches,no matches,no matches,,53779
53788,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53788
53791,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53791
53795,125,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,,Methoxyphenols,,53795
53796,753,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Medium-chain fatty acids,,53796
53797,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53797
53798,39,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Benzene and substituted derivatives,,Flavones,,53798
53803,64,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Tetralins,,53803
53812,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53812
53817,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53817
53826,2002,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Fatty alcohols,,53826
53827,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53827
53836,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53836
53848,83,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,,53848
53851,248,Organic compounds,Aliphatic acyclic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylamines,,53851
53919,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53919
53959,-1,no matches,no matches,no matches,no matches,no matches,no matches,,53959
54057,2002,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Fatty alcohols,,54057
54058,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54058
54059,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54059
54063,828,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,,54063
54065,105,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Shiff bases,,54065
54068,2002,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Fatty Acyls,,Fatty alcohols,,54068
54076,828,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,,54076
54078,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54078
54079,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54079
54082,570,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,,54082
54083,3271,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Quinolines and derivatives,,Quinolones and derivatives,,54083
54087,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54087
54093,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54093
54124,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54124
54125,265,no matches,no matches,no matches,no matches,no matches,no matches,,54125
54132,262,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Fatty alcohols,,54132
54134,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54134
54147,570,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,,54147
54290,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54290
54291,265,no matches,no matches,no matches,no matches,no matches,no matches,,54291
54292,15,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,,54292
54293,265,no matches,no matches,no matches,no matches,no matches,no matches,,54293
54294,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54294
54296,265,no matches,no matches,no matches,no matches,no matches,no matches,,54296
54297,265,no matches,no matches,no matches,no matches,no matches,no matches,,54297
54300,265,no matches,no matches,no matches,no matches,no matches,no matches,,54300
54303,265,no matches,no matches,no matches,no matches,no matches,no matches,,54303
54307,265,no matches,no matches,no matches,no matches,no matches,no matches,,54307
54310,265,no matches,no matches,no matches,no matches,no matches,no matches,,54310
54312,265,no matches,no matches,no matches,no matches,no matches,no matches,,54312
54313,265,no matches,no matches,no matches,no matches,no matches,no matches,,54313
54314,233,no matches,no matches,no matches,no matches,no matches,no matches,,54314
54318,265,no matches,no matches,no matches,no matches,no matches,no matches,,54318
54330,265,no matches,no matches,no matches,no matches,no matches,no matches,,54330
54333,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54333
54351,-1,no matches,no matches,no matches,no matches,no matches,no matches,Spectral Match to Lys-Pro from NIST14,54351
54367,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54367
54380,265,no matches,no matches,no matches,no matches,no matches,no matches,,54380
54382,265,no matches,no matches,no matches,no matches,no matches,no matches,,54382
54386,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54386
54407,570,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,,54407
54408,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54408
54410,750,no matches,no matches,no matches,no matches,no matches,no matches,,54410
54414,750,no matches,no matches,no matches,no matches,no matches,no matches,,54414
54417,2214,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolinamines,,54417
54420,570,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,,54420
54425,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54425
54457,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54457
54459,304,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Quinolines and derivatives,,Hydroquinolones,,54459
54474,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54474
54499,64,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Tetralins,Spectral Match to Lys-Pro from NIST14,54499
54503,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54503
54510,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54510
54530,-1,no matches,no matches,no matches,no matches,no matches,no matches,Spectral Match to Lys-Pro from NIST14,54530
54533,-1,no matches,no matches,no matches,no matches,no matches,no matches,,54533
54534,174,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,,"2,3,5-trisubstituted thiophenes",,54534
54535,105,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Shiff bases,,54535
54536,409,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,,54536
